English,Punjabi,English_Word_Count,Punjabi_Word_Count,is_noun
uncertain,ਬਦਲਣਯੋਗ,167,19,False
unchecked,ਬੇਲਗਾਮ,8,46,False
unclaimed,ਲਾਵਾਰਿਸ,12,62,False
unclean,ਬਣਾਉਟੀ,22,53,False
uncommon,ਥੋੜ੍ਹੀ,286,2797,False
unconstitutional,ਅਸੰਵਿਧਾਨਕ,220,38,False
uncontrollable,ਉਪੱਦਰੀ,57,163,False
uncontrolled,ਬੇਕਾਬੂ,59,412,False
uncovered,ਬੇਪਰਦ,34,17,False
underlying,ਮੂਲ,181,4115,False
unearthly,ਰੂਹਾਨੀ,13,296,False
uneasy,ਉਤਾਵਲਾ,114,29,False
unending,ਅਨਾਦਿ,14,51,False
unfaithful,ਗੱਦਾਰ,15,311,False
unfavorable,ਪ੍ਰਤੀਕੂਲ,122,57,False
unfavourable,ਪ੍ਰਤੀਕੂਲ,13,57,False
unfounded,ਬੇਬੁਨਿਆਦ,120,1059,False
unfriendly,ਅਣਜਾਣ,15,844,False
ungrateful,ਅਕ੍ਰਿਤਘਣ,24,811,False
unheard,ਅਣਸੁਣੀ,40,32,False
unidentified,ਗੁਮਨਾਮ,2023,41,False
unified,ਸ਼ਾਮਿਲ,99,2844,False
unilateral,ਇਕਤਰਫ਼ਾ,81,68,False
uninformed,ਅਨਾੜੀ,14,26,False
uninhabited,ਉਜਾੜ,13,94,False
uninjured,ਤੰਦਰੁਸਤ,20,4202,False
united,ਵਿਚਾਲੇ,5905,6828,False
unknown,ਅਜਨਬੀ,1733,96,False
unlike,ਬੇਮੇਲ,315,13,False
unlucky,ਚੰਦਰਾ,31,138,False
unmarried,ਕੁਆਰੀ,51,58,False
unmatched,ਇਕਲਾ,20,42,False
unmistakable,ਪ੍ਰਤੱਖ,15,284,False
unnamed,ਗੁਮਨਾਮ,54,41,False
unnecessary,ਨਿਰਾਰਥਕ,608,10,False
unneeded,ਨਿਰਾਰਥਕ,8,10,False
unofficial,ਗੈਰਸਰਕਾਰੀ,41,9,False
unopposed,ਆਜਾਦ,73,70,False
unprecedented,ਅਸਾਧਾਰਣ,283,1028,False
unrefined,ਗੰਧਲਾ,9,26,False
unrelated,ਦੂਸਰਾ,40,1005,False
unreserved,ਜਰਨਲ,23,648,False
unresolved,ਅਣਸੁਲਝਿਆ,46,12,False
unrestricted,ਕਰਨਯੋਗ,9,62,False
unrivaled,ਇਕਲਾ,16,42,False
unruly,ਉਪੱਦਰੀ,33,163,False
unsatisfied,ਅਸੰਤੁਸ਼ਟ,30,40,False
unseemly,ਅਸਮਾਜਿਕ,11,17,False
unseen,ਅਣਦੇਖਿਆ,44,56,False
unsettled,ਬਦਲਣਯੋਗ,35,19,False
unsolved,ਅਣਸੁਲਝਿਆ,21,12,False
unspoken,ਸ਼ਾਂਤ,15,1549,False
unstoppable,ਬੇਰੋਕ,33,86,False
unsuccessful,ਫਲਾਪ,288,83,False
unsuitable,ਅਨਾੜੀ,24,26,False
untimely,ਬੇਵਕਤ,170,9,False
untiring,ਮਿਹਨਤੀ,24,692,False
untouched,ਵਾਂਝਾ,43,159,False
untrue,ਫਰੇਬ,265,18,False
unused,ਖ਼ਾਲੀ,10,292,False
unusual,ਅਲੱਗ,1866,2722,False
unwarranted,ਬੇਬੁਨਿਆਦ,67,1059,False
unwavering,ਸਪਾਟ,10,209,False
upcoming,ਆਗਾਮੀ,2546,562,False
upper,ਆਲਾ,745,147,False
usable,ਅਸਲੀ,58,6479,False
useable,ਅਸਲੀ,12,6479,False
used,ਜੂਠਾ,16558,9,False
useful,ਦਰੁਸਤ,5827,401,False
utilised,ਉਪਯੁਕਤ,130,65,False
utilized,ਉਪਯੁਕਤ,251,65,False
uttered,ਵਿਅਕਤ,70,160,False
various,ਰੰਗਾਰੰਗ,12022,457,False
venomous,ਰੁੱਖੀ,19,17,False
verified,ਪ੍ਰਮਾਣਿਤ,253,534,False
vertical,ਖੜਾ,140,1364,False
viable,ਕਰਨਯੋਗ,175,62,False
victorian,ਵਿਕਟੋਰੀਅਨ,29,16,False
victorious,ਜੇਤੂ,189,4605,False
vietnamese,ਵੀਅਤਨਾਮੀ,46,29,False
vindicated,ਬਰੀ,10,929,False
viral,ਵਾਇਰਲ,5862,6629,False
virtuous,ਅਣਵਿਆਹੀ,30,9,False
viscous,ਲੇਸਦਾਰ,23,53,False
vitiated,ਭ੍ਰਿਸ਼ਟਾਚਾਰੀ,9,13,False
voiced,ਘੋਸ਼,130,187,False
voluntary,ਸਵੈ-ਇੱਛਕ,155,21,False
wandering,ਵਣਜਾਰਾ,30,11,False
wanting,ਅਸੰਭਵ,593,3356,False
warranted,ਬੰਧਨ,62,437,False
washed,ਧੋਇਆ,869,21,False
wasted,ਤਬਾਹ,337,1747,False
waterlogged,ਦਲਦਲੀ,123,13,False
weak,ਨਿਰਬਲ,729,21,False
wearing,ਬੰਨ੍ਹਣ,1439,88,False
weeping,ਸੋਗਮਈ,52,22,False
well,ਸਰੋਤ,34985,3788,False
westerly,ਪੱਛਮੀ,15,4932,False
western,ਪੱਛਮੀ,1139,4932,False
whatever,ਜਿੰਨਾ,1591,2978,False
whimsical,ਮਨਮਾਨੀ,51,75,False
white,ਸਾਫ਼,5414,2250,False
whopping,ਮਹਾਨ,144,5365,False
wicked,ਈਰਖਾਲੂ,93,25,False
wide,ਵਿਸਤਰਿਤ,3142,10,False
wilted,ਢਿੱਲਾ,14,109,False
winning,ਜੇਤੂ,2141,4605,False
wobbly,ਪੁਰਾਣਾ,10,1053,False
workable,ਕਰਨਯੋਗ,41,62,False
working,ਕਾਰੋਬਾਰੀ,10637,2892,False
worried,ਫਿਕਰਮੰਦ,2664,146,False
worrying,ਸੋਚਣਯੋਗ,519,9,False
worse,ਬੁਰਾ,3036,5760,False
worshiping,ਪੁਜਾਰੀ,20,138,False
worshipped,ਪੂਜਣਯੋਗ,107,12,False
worshipping,ਪੁਜਾਰੀ,32,138,False
worst,ਨੀਚ,1344,45,False
wounded,ਫੱਟੜ,2590,450,False
wrapped,ਲੁਪਤ,189,40,False
written,ਕਾਗਜ਼ੀ,4982,41,False
wrong,ਗਲਤ,9563,11604,False
yearly,ਸਲਾਨਾ,67,266,False
young,ਕੱਟਾ,6781,41,False
accordingly,ਅਨੁਸਾਰ,1631,26567,False
across,ਪਾਰ,6871,2288,False
actually,ਦਰਅਸਲ,34890,4487,False
advantageously,ਵਧੀਆ,13,66798,False
afterward,ਉਪਰੰਤ,801,4967,False
afterwards,ਉਪਰੰਤ,2783,4967,False
ago,ਪਹਿਲਾਂ,1784,71175,False
along,ਇੱਕਠੇ,9719,354,False
alternatively,ਜਗ੍ਹਾ,674,9560,False
always,ਹਰਦਮ,36822,14,False
anymore,ਹੁਣ,2369,734,False
apart,ਅਲਹਿਦਾ,10014,46,False
around,ਇਰਦ-ਗਿਰਦ,14290,19,False
aside,ਅਲਹਿਦਾ,1449,46,False
attentively,ਸਾਵਧਾਨੀਪੂਰਵਕ,56,64,False
automatically,ਆਪੇ,367,397,False
away,ਦੂਰ,9287,9792,False
back,ਆਵਰਣ,17352,9,False
backwards,ਗੈਲ,59,10,False
badly,ਭੈੜਾ,1038,301,False
barely,ਅਲਪ,206,12,False
behind,ਪਿੱਛੇ-ਪਿੱਛੇ,4811,63,False
beyond,ਅਗਾਂਹ,2530,456,False
certainly,ਪੱਕਾ,5049,2686,False
clearly,ਪ੍ਰਤੱਖ,2225,284,False
collectively,ਇੱਕਠਿਆਂ,213,37,False
comparatively,ਨਾਲੋਂ,78,7017,False
consequently,ਫਲਸਰੂਪ,2102,280,False
considerably,ਨਿਹਾਇਤ,380,19,False
continually,ਮੋਹਲੇਧਾਰ,159,122,False
decently,ਸਿੱਧਾ,29,2409,False
directly,ਬੇਝਿਜਕ,2462,28,False
doubly,ਡਬਲ,20,1030,False
early,ਜਲਦੀ,3786,11953,False
enough,ਬੱਸ,8119,7461,False
especially,ਖਾਸਕਰ,3135,118,False
eventually,ਆਖਿਰਕਾਰ,1947,601,False
ever,ਹਰਦਮ,7909,14,False
finally,ਆਖਿਰਕਾਰ,3922,601,False
firmly,ਅਡੋਲ,364,284,False
forcibly,ਜਬਰਨ,116,59,False
forward,ਅੱਗੇ,2221,211,False
fully,ਖਚਾ-ਖਚ,3549,11,False
gracefully,ਸੱਭਿਅਕ,15,122,False
habitually,ਆਦਤਨ,8,20,False
hardly,ਅਲਪ,655,12,False
immediately,ਛੇਤੀ,8604,9568,False
independently,ਆਜਾਦੀ,448,53,False
instantaneously,ਫੌਰਨ,19,200,False
instantly,ਫੌਰਨ,441,200,False
instead,ਜਗ੍ਹਾ,1646,9560,False
jointly,ਇੱਕਠਿਆਂ,517,37,False
later,ਉਪਰੰਤ,14532,4967,False
lawfully,ਵਿਧਾਨਕ,17,90,False
legally,ਵਿਧਾਨਕ,286,90,False
lightly,ਬੇਵਜ੍ਹਾ,285,74,False
maybe,ਸ਼ਾਇਦ,3191,2335,False
merely,ਸਿਵਾ,675,109,False
mutually,ਪਰਸਪਰ,203,187,False
nearby,ਨਿਕਟ,2682,15,False
nowadays,ਹੁਣ,318,734,False
perhaps,ਸ਼ਾਇਦ,2660,2335,False
possibly,ਸ਼ਾਇਦ,1929,2335,False
properly,ਸਿੱਧਾ,2236,2409,False
quickly,ਸਰਸਰੀ,4679,34,False
quite,ਸੰਪੂਰਨ,16785,1379,False
rapidly,ਫੋਰਨ,1388,10,False
regularly,ਨਿਯਮਤ,1531,1555,False
relatively,ਨਾਲੋਂ,974,7017,False
respectfully,ਬਾਇੱਜ਼ਤ,29,15,False
roughly,ਕਠੋਰਤਾ,227,162,False
safely,ਸੁਰੱਖਿਅਤ,804,10522,False
scarcely,ਅਲਪ,24,12,False
secretly,ਚੁੱਪਚਾਪ,65,115,False
silently,ਚੁੱਪਚਾਪ,91,115,False
simply,ਸਿਵਾ,4022,109,False
slightly,ਕੁੱਛ,1233,47,False
slowly,ਧੀਮਾ,1732,12,False
somewhat,ਕੁੱਛ,654,47,False
specially,ਖਾਸਕਰ,365,118,False
speedily,ਫੋਰਨ,34,10,False
squarely,ਚੌਰਸ,31,11,False
steadfastly,ਇਰਾਦਾਤਨ,15,10,False
subsequently,ਉਪਰੰਤ,1956,4967,False
substantially,ਨਿਹਾਇਤ,222,19,False
suddenly,ਇਤਫਾਕਨ,1682,199,False
surely,ਪੱਕਾ,1137,2686,False
thereafter,ਉਪਰੰਤ,1842,4967,False
throughout,ਸੰਪੂਰਨ,2933,1379,False
tightly,ਖਚਾਖਚ,133,30,False
together,ਇਕੱਠਾ,9047,1399,False
twice,ਡਬਲ,1484,1030,False
unaccompanied,ਇਕੱਲਾ,12,3050,False
undoubtedly,ਯਕੀਨਨ,374,1155,False
unmistakably,ਬਰਾਬਰ,13,5458,False
vaguely,ਅਸਪੱਸ਼ਟ,11,36,False
wildly,ਬੇਹਿਸਾਬ,83,51,False
abdomen,ਪੇਟ,358,3128,False
accused,ਦੋਸ਼ੀ,24251,8914,False
acting,ਨਕਲ,2218,404,False
admiral,ਜਲਸੈਨਾ,117,11,False
aries,ਮੇਖ,29,100,False
arithmetic,ਹਿਸਾਬ,15,1513,False
assembly,ਜਨਸਭਾ,7277,37,False
atmosphere,ਵਾਯੂਮੰਡਲ,2764,149,False
aurora,ਪ੍ਰਭਾਤ,22,60,False
austria,ਆਸਟਰੀਆ,151,110,False
authorities,ਪ੍ਰਸ਼ਾਸਨ,4199,4931,False
awakening,ਜਗਾਈ,51,16,False
bacteria,ਰੋਗਾਣੂ,1135,185,False
begging,ਭੀਖ,73,77,False
beginning,ਆਰੰਭ,5093,2035,False
belly,ਪੇਟ,273,3128,False
binoculars,ਦੂਰਬੀਨ,13,39,False
bounds,ਦਾਇਰਾ,85,140,False
bowing,ਨਮਸਕਾਰ,18,90,False
bubble,ਗੁਬਾਰਾ,99,22,False
cashmere,ਕਸ਼ਮੀਰ,20,5145,False
casing,ਬਾਰ,24,2197,False
cautious,ਗਿੱਦੜ,1077,33,False
channel,ਨਲੀ,740,152,False
characteristic,ਸਿਫਤ,678,398,False
chilly,ਮਿਰਚ,105,1118,False
cleansing,ਸਫ਼ਾਈ,309,553,False
coating,ਲੇਪ,270,102,False
coloring,ਰੰਗ,442,21274,False
colouring,ਰੰਗ,73,21274,False
combining,ਸੰਯੋਗ,135,214,False
come,ਪੁੱਜਣਾ,24905,41,False
compliments,ਅਸੀਸਾਂ,75,57,False
compounding,ਸੰਯੋਗ,20,214,False
computing,ਹਿਸਾਬ,74,1513,False
congratulations,ਵਾਹ-ਵਾਹ,5541,31,False
counseling,ਕੌਂਸਲਿੰਗ,136,95,False
counselling,ਕੌਂਸਲਿੰਗ,150,95,False
covering,ਢਕਣਾ,319,9,False
crossing,ਚੌਂਕ,345,112,False
current,ਕਰੰਟ,3185,256,False
cutting,ਵਾਢੀ,432,193,False
daring,ਲਲਕਾਰ,117,27,False
dawning,ਪ੍ਰਭਾਤ,22,60,False
days,ਟਾਇਮ,13865,56,False
dealing,ਲੈਣਦੇਣ,677,35,False
dealings,ਲੈਣਦੇਣ,58,35,False
diabetes,ਸ਼ੂਗਰ,1097,1051,False
diary,ਡਾਇਰੀ,111,185,False
dictionary,ਕੋਸ਼,51,76,False
doings,ਚਾਲ-ਚਲਣ,15,25,False
dolly,ਪੁਤਲਾ,11,199,False
drawing,ਖਾਕਾ,771,94,False
dreaming,ਡ੍ਰੀਮ,208,36,False
driving,ਚਲਾਉਣਾ,1356,391,False
drubbing,ਥੱਪੜ,26,159,False
dwelling,ਰਿਹਾਇਸ਼,115,597,False
dynamics,ਡਾਇਨਾਮਿਕਸ,66,15,False
earnings,ਫਾਇਦਾ,211,4726,False
eating,ਅਹਾਰ,3267,24,False
economics,ਅਰਥਸ਼ਾਸਤਰ,340,26,False
editing,ਸੰਪਾਦਨ,64,89,False
embracing,ਜੱਫੀ,30,100,False
entering,ਐਂਟਰੀ,556,810,False
equestrian,ਘੋੜਸਵਾਰ,21,21,False
eros,ਕਾਮੁਕਤਾ,11,24,False
ethic,ਨੀਤੀ,15,3780,False
even,ਸੰਧਿਆ,24435,83,False
evening,ਅਖੀਰ,2815,2057,False
fable,ਦੰਤਕਥਾ,14,54,False
falls,ਝਰਨਾ,910,101,False
fanatic,ਕੱਟੜਪੰਥੀ,22,215,False
fastening,ਬੰਦਿਸ਼,52,29,False
february,ਫਰਵਰੀ,22,9,False
feeding,ਅਹਾਰ,460,24,False
feeling,ਸੋਚ,4378,8856,False
festering,ਪਾਕ,15,105,False
filling,ਭਰਾਈ,594,170,False
final,ਫਾਇਨਲ,4418,76,False
find,ਖੋਜਣਾ,13117,14,False
fixing,ਰਿਪੇਅਰ,225,46,False
flora,ਬਨਸਪਤੀ,89,196,False
flying,ਉਡਾਣ,457,946,False
folly,ਨਾਲਾਇਕੀ,28,16,False
freeing,ਮੁਕਤੀ,38,462,False
gambling,ਦਾਅ,122,243,False
gaming,ਦਾਅ,192,243,False
ganges,ਗੰਗਾ,43,390,False
ghat,ਘਾਟ,53,4180,False
giving,ਪ੍ਰਦਾਨ,2952,7000,False
going,ਕੂਚ,30849,137,False
graphics,ਦਸਤਕਾਰੀ,163,76,False
grinning,ਹਾਸੀ,26,19,False
grooming,ਟ੍ਰੇਨਿੰਗ,24,610,False
grouping,ਝੁੰਡ,104,109,False
hanging,ਫਾਂਸੀ,418,837,False
happening,ਵਾਕਾ,5135,11,False
hatred,ਵੈਰ,318,137,False
hawking,ਫੇਰੀ,29,694,False
heading,ਟਾਇਟਲ,511,18,False
headquarters,ਸਦਰ,853,1346,False
hitting,ਧੱਕਾ,288,528,False
humans,ਮਨੁਖ,1757,88,False
hunting,ਸ਼ਿਕਾਰ,148,1507,False
imaging,ਮਨੋਬਿਰਤੀ,50,22,False
individual,ਆਦਮ,3499,76,False
inside,ਅੰਦਰੂਨੀ,3800,4534,False
intermediary,ਵਿਚੋਲਾ,32,23,False
investigating,ਤਫ਼ਤੀਸ਼,4796,320,False
killing,ਨਾਸ਼,1266,51,False
knitting,ਬੁਨਾਈ,74,9,False
kolkata,ਕਲਕੱਤਾ,891,169,False
lacing,ਥੱਪੜ,11,159,False
landing,ਉਤਰਨਾ,349,75,False
learning,ਵਿਦਵਤਾ,2155,24,False
leaving,ਕੂਚ,977,137,False
listening,ਸੁਣਨ,992,1691,False
locating,ਸਥਾਪਨ,14,42,False
looting,ਲੁੱਟਣ,122,184,False
madras,ਤਾਮਿਲਨਾਡੂ,213,1013,False
magnolia,ਚੰਬਾ,10,66,False
mahabharata,ਮਹਾਂਭਾਰਤ,18,13,False
making,ਵਿਸ਼ੇਸ਼ਤਾ,6942,100,False
marching,ਪਰੇਡ,115,712,False
masking,ਢਕਣਾ,16,9,False
masses,ਆਲਮ,184,274,False
mathematics,ਗਣਿਤ,191,352,False
maths,ਗਣਿਤ,26,352,False
means,ਜਰੀਆ,6283,9,False
mending,ਰਿਪੇਅਰ,23,46,False
metropolis,ਮਹਾਂਨਗਰ,76,93,False
misunderstanding,ਸ਼ੱਕ,85,1688,False
mixing,ਮਿਸ਼ਰਣ,255,565,False
mohammed,ਮਹੁੰਮਦ,500,9,False
mourning,ਗਮ,165,90,False
naming,ਕਾਇਮੀ,102,19,False
navy,ਨੇਵੀ,610,211,False
nepal,ਨੇਪਾਲ,1024,1386,False
nest,ਆਲ੍ਹਣਾ,45,36,False
noose,ਫਾਂਸੀ,34,837,False
nose,ਨਾਸਿਕ,1277,93,False
nous,ਅੰਤਰ,8,2718,False
offspring,ਕੱਟਾ,60,41,False
outing,ਪਿਕਨਿਕ,123,118,False
ovary,ਅੰਡਕੋਸ਼,31,10,False
oven,ਭੱਠੀ,332,150,False
papers,ਪੇਪਰ,823,1141,False
parliamentarian,ਸੰਸਦੀ,78,1369,False
parting,ਚੀਰ,49,68,False
peddling,ਫੇਰੀ,44,694,False
pen,ਰਚਨਾ,197,2876,False
people,ਵਸਣਾ,81153,40,False
performing,ਨਕਲ,651,404,False
piping,ਨਲ,17,76,False
pisces,ਮੀਨ,15,32,False
playing,ਨਕਲ,3239,404,False
politics,ਰਾਜਨੀਤੀ,2976,2443,False
positioning,ਸਥਾਪਨ,32,42,False
posting,ਵਿਗਿਆਪਨ,374,611,False
premises,ਵਿਹੜਾ,955,42,False
pretending,ਨਾਟਕ,40,725,False
prior,ਮਹੰਤ,1333,107,False
professional,ਉਸਤਾਦ,4289,86,False
profits,ਫਾਇਦਾ,279,4726,False
quandary,ਚੱਕਰ,36,1529,False
radical,ਧਾਤੂ,233,229,False
rascal,ਚੁਸਤ,9,441,False
readying,ਪ੍ਰਬੰਧ,10,6641,False
reckoning,ਗਣਨਾ,16,464,False
remembering,ਯਾਦ,304,11291,False
repose,ਪਾਉਣਾ,18,1300,False
riches,ਧਨ,21,1160,False
riding,ਘੁੜਸਵਾਰੀ,362,43,False
ringing,ਘੰਟੀ,86,161,False
rising,ਧ੍ਰੋਹ,1939,32,False
rolling,ਘੋਸ਼ਣਾ,192,311,False
rubbing,ਰਗੜ,104,187,False
run,ਚੱਲਣਾ,3085,403,False
rushing,ਕਾਹਲ,99,95,False
sapling,ਬੂਟਾ,40,267,False
saving,ਤਾਰਨ,658,218,False
scabies,ਖੁਜਲੀ,43,347,False
scissors,ਕੈਂਚੀ,50,27,False
screening,ਢਕਣਾ,535,9,False
semen,ਮਣੀ,31,38,False
semifinal,ਸੈਮੀਫਾਇਨਲ,161,65,False
services,ਸਹੂਲਤ,8241,5489,False
setting,ਵਾਤਾਵਰਣ,1085,3174,False
shaping,ਬਨਾਵਟ,111,40,False
shoes,ਥਾਂ,2232,10978,False
signaling,ਸੰਕੇਤ,12,4185,False
singing,ਗਾਉਣ,632,434,False
species,ਕਿਸਮਾਂ,1313,5111,False
sphere,ਮੰਡਲ,398,2624,False
spirits,ਅੰਮ੍ਰਿਤ,172,192,False
spreading,ਵਿਸਥਾਰ,1204,4137,False
sprinkling,ਛਿੜਕਾਅ,16,109,False
stakes,ਸ਼ਰਤ,56,757,False
stealing,ਠੱਗੀ,209,208,False
sting,ਕੱਟਣਾ,49,202,False
striking,ਧੱਕਾ,296,528,False
supervising,ਮੁਆਇਨਾ,42,378,False
swelling,ਸੋਜ,563,720,False
swimming,ਤੈਰਨਾ,678,82,False
tally,ਗਣਨਾ,210,464,False
teaching,ਤਾਲੀਮ,799,45,False
testing,ਇਮਤਿਹਾਨ,1646,566,False
thanks,ਮੇਹਰਬਾਨੀ,5581,18,False
things,ਸਮਗਰੀ,26489,1206,False
thinking,ਅਧਿਐਨ,5295,4675,False
thrashing,ਥੱਪੜ,55,159,False
tracing,ਟ੍ਰੇਸਿੰਗ,119,21,False
transmitting,ਪ੍ਰਸਾਰਣ,25,788,False
trilateral,ਤਿਕੋਣ,23,49,False
twinkling,ਦਮ,12,1906,False
twins,ਮਿਥੁਨ,117,79,False
twisting,ਮਰੋੜ,17,71,False
twitching,ਪਕੜ,12,349,False
umbilical,ਨਾਰ,30,24,False
underwear,ਅੰਦਰਲੇ,132,535,False
untouchable,ਹਰੀਜਨ,13,10,False
upkeep,ਰੋਜਗਾਰ,41,98,False
uprising,ਧ੍ਰੋਹ,21,32,False
upshot,ਛਾਪ,12,179,False
us,ਅਮੈਰਿਕਾ,35209,11,False
using,ਸ਼ੋਸ਼ਣ,7690,497,False
values,ਵਿਚਾਰ,763,25281,False
vegetarian,ਸ਼ਾਕਾਹਾਰੀ,80,89,False
vending,ਫੇਰੀ,40,694,False
vocabulary,ਸ਼ਬਦਾਵਲੀ,89,94,False
votary,ਸ਼ਰਧਾਲੂ,12,385,False
wages,ਫਲ,229,3895,False
waiting,ਇੰਤਜ਼ਾਰ,2248,970,False
waking,ਜਾਗ੍ਰਿਤ,106,11,False
warning,ਤਾੜਨਾ,1151,228,False
wearable,ਡਰੈਸ,22,57,False
wellbeing,ਭਲਾ,149,1301,False
wing,ਉੱਡਣਾ,754,21,False
woods,ਬੀੜ,90,62,False
wording,ਸ਼ਬਦਾਵਲੀ,33,94,False
words,ਫਸਾਦ,4674,18,False
writing,ਲੇਖਨ,2309,28,False
years,ਟਾਇਮ,461,56,False
yes,ਹਾਮੀ,7153,171,False
acquire,ਸਿੱਖਣਾ,493,978,False
appear,ਉੱਠਣਾ,1930,45,False
believe,ਮੰਨਣਾ,10372,2525,False
buy,ਖਵਾਉਣਾ,4189,12,False
consider,ਮੰਨਣਾ,9684,2525,False
develop,ਨਿਕਲਣਾ,1779,413,False
energize,ਜਗਾਉਣਾ,12,12,False
establish,ਚਲਾਉਣਾ,701,391,False
except,ਛੱਡਣਾ,699,687,False
expose,ਦਿਖਾਉਣਾ,121,224,False
extinguish,ਬੁਝਾਉਣਾ,24,14,False
fasten,ਖਿੱਚਣਾ,33,157,False
fell,ਸੁੱਟਣਾ,2216,64,False
follow,ਦੇਖਣਾ,5315,1845,False
frighten,ਡਰਾਉਣਾ,60,1634,False
furnish,ਦੇਣਾ,68,8883,False
get,ਚਲਾਉਣਾ,34733,391,False
give,ਦੇਣਾ,12345,8883,False
go,ਚੱਲਣਾ,17252,403,False
happen,ਆਉਣਾ,11901,2613,False
identify,ਦੱਸਣਾ,1571,1292,False
impose,ਵਸੂਲਣਾ,267,9,False
improve,ਵਧਾਉਣਾ,3133,583,False
interfere,ਪੈਣਾ,364,906,False
keep,ਰੱਖਣਾ,10652,6816,False
know,ਪਹਿਚਾਨਣਾ,50448,87,False
leave,ਨਿਕਲਣਾ,4563,413,False
let,ਦੇਣਾ,6308,8883,False
lose,ਰਹਿਣਾ,2995,4794,False
lower,ਉਤਾਰਨਾ,2343,28,False
make,ਬਣਾਉਣਾ,26573,4228,False
molest,ਤਾੜਨਾ,11,228,False
rave,ਬੋਲਣਾ,54,515,False
recognize,ਮੰਨਣਾ,807,2525,False
remove,ਮਿਟਾਉਣਾ,2710,133,False
replace,ਬਦਲਣਾ,607,1282,False
resemble,ਪੈਣਾ,86,906,False
ripen,ਪਕਾਉਣਾ,25,439,False
save,ਬਚਾਉਣਾ,3439,409,False
say,ਬੋਲਣਾ,15941,515,False
see,ਭੁਗਤਣਾ,20409,134,False
separate,ਖੋਹਣਾ,2839,14,False
settle,ਬੈਠਣਾ,393,185,False
sing,ਗਾਉਣਾ,382,66,False
subdue,ਦਬਾਉਣਾ,8,67,False
take,ਆਉਣਾ,27427,2613,False
tighten,ਖਿੱਚਣਾ,73,157,False
unite,ਲੱਗਣਾ,223,170,False
weary,ਹਾਰਨਾ,89,168,False
